,HSCode,Year,Commodity,Vol (Imports),Gowth
706,36,2025,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.48,
707,37,2025,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,26.07,
708,38,2025,MISCELLANEOUS CHEMICAL PRODUCTS.,945.55,
709,39,2025,PLASTIC AND ARTICLES THEREOF.,2894.25,
710,40,2025,RUBBER AND ARTICLES THEREOF.,217.22,
711,41,2025,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,17.28,
712,42,2025,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",119.51,
713,43,2025,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1.17,
714,44,2025,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,70.59,
715,45,2025,CORK AND ARTICLES OF CORK.,0.53,
716,46,2025,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",1.2,
717,47,2025,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,12.75,
718,48,2025,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",386.84,
719,49,2025,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",13.66,
720,50,2025,SILK,31.46,
721,51,2025,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",30.71,
722,52,2025,COTTON.,50.45,
723,53,2025,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,24.21,
724,54,2025,MAN-MADE FILAMENTS.,493.22,
725,55,2025,MAN-MADE STAPLE FIBRES.,181.91,
726,56,2025,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",73.64,
727,57,2025,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,26.17,
728,58,2025,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,53.23,
729,59,2025,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",231.69,
730,60,2025,KNITTED OR CROCHETED FABRICS.,360.98,
731,61,2025,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",90.87,
732,62,2025,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",57.73,
733,63,2025,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,78.91,
734,64,2025,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",47.11,
735,65,2025,HEADGEAR AND PARTS THEREOF.,10.35,
736,66,2025,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",16.19,
737,67,2025,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,13.21,
738,68,2025,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",237.3,
739,69,2025,CERAMIC PRODUCTS.,240.76,
740,70,2025,GLASS AND GLASSWARE.,657.59,
741,71,2025,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",76.76,
742,72,2025,IRON AND STEEL,684.45,
743,73,2025,ARTICLES OF IRON OR STEEL,966.24,
744,74,2025,COPPER AND ARTICLES THEREOF.,293.8,
745,75,2025,NICKEL AND ARTICLES THEREOF.,126.71,
746,76,2025,ALUMINIUM AND ARTICLES THEREOF.,1096.01,
747,78,2025,LEAD AND ARTICLES THEREOF.,0.59,
748,79,2025,ZINC AND ARTICLES THEREOF.,3.34,
749,80,2025,TIN AND ARTICLES THEREOF.,37.8,
750,81,2025,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,149.26,
751,82,2025,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",258.34,
752,83,2025,MISCELLANEOUS ARTICLES OF BASE METAL.,242.39,
753,84,2025,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",11734.28,
754,85,2025,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",17663.75,
755,86,2025,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",164.28,
756,87,2025,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1069.01,
757,88,2025,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",9.01,
758,89,2025,"SHIPS, BOATS AND FLOATING STRUCTURES.",9.03,
759,90,2025,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1066.79,
760,91,2025,CLOCKS AND WATCHES AND PARTS THEREOF.,29.48,
761,92,2025,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,14.81,
762,93,2025,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.14,
763,94,2025,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",371.51,
764,95,2025,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",131.77,
765,96,2025,MISCELLANEOUS MANUFACTURED ARTICLES.,153.15,
766,97,2025,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.65,
767,98,2025,PROJECT GOODS; SOME SPECIAL USES.,39.24,
768,99,2025,MISCELLANEOUS GOODS.,0.01,
769,01,2018,LIVE ANIMALS.,0.0,-99.8
770,03,2018,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.94,77.8
771,04,2018,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.0,
772,05,2018,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",2.47,-4.38
773,06,2018,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,3.77,51.39
774,07,2018,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,50.11,-18.85
775,08,2018,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,6.53,-89.9
776,09,2018,"COFFEE, TEA, MATE AND SPICES.",10.33,-6.52
777,10,2018,CEREALS.,0.2,320.26
778,11,2018,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,18.21,23.4
779,12,2018,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",11.77,-37.45
780,13,2018,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",16.87,-20.59
781,14,2018,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,30.46,10.45
782,15,2018,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,19.89,63.22
783,16,2018,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.67,50.14
784,17,2018,SUGARS AND SUGAR CONFECTIONERY.,8.47,-1.87
785,18,2018,COCOA AND COCOA PREPARATIONS.,1.2,-32.44
786,19,2018,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.83,6.52
787,20,2018,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",25.73,39.53
788,21,2018,MISCELLANEOUS EDIBLE PREPARATIONS.,16.12,0.01
789,22,2018,"BEVERAGES, SPIRITS AND VINEGAR.",0.44,-92.57
790,23,2018,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,55.43,-1.91
791,24,2018,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,1.35,40.07
792,25,2018,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",164.78,49.93
793,26,2018,"ORES, SLAG AND ASH.",35.31,16.57
794,27,2018,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1047.32,4.27
795,28,2018,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1050.24,57.44
796,29,2018,ORGANIC CHEMICALS,8596.28,21.22
797,30,2018,PHARMACEUTICAL PRODUCTS,148.37,16.81
798,31,2018,FERTILISERS.,2053.22,91.51
799,32,2018,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",524.9,1.64
800,33,2018,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",144.84,-9.32
801,34,2018,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",111.93,40.55
802,35,2018,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,128.48,20.12
803,36,2018,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.06,-11.07
804,37,2018,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,22.37,3.14
805,38,2018,MISCELLANEOUS CHEMICAL PRODUCTS.,1290.59,-4.33
806,39,2018,PLASTIC AND ARTICLES THEREOF.,2722.61,15.1
807,40,2018,RUBBER AND ARTICLES THEREOF.,294.54,-12.98
808,41,2018,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,26.57,-19.78
809,42,2018,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",377.04,7.04
810,43,2018,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2.9,21.05
811,44,2018,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,126.77,-9.08
812,45,2018,CORK AND ARTICLES OF CORK.,0.7,345.95
813,46,2018,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2.67,40.8
814,47,2018,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,23.05,24.94
815,48,2018,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",483.4,-14.88
816,49,2018,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",20.75,-15.15
817,50,2018,SILK,134.17,-29.82
818,51,2018,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",45.26,26.79
819,52,2018,COTTON.,121.06,-7.34
820,53,2018,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,98.95,-24.76
821,54,2018,MAN-MADE FILAMENTS.,447.88,18.24
822,55,2018,MAN-MADE STAPLE FIBRES.,304.62,-0.66
823,56,2018,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",117.82,12.52
824,57,2018,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,37.6,-0.78
825,58,2018,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,83.87,-5.54
826,59,2018,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",530.24,-8.05
827,60,2018,KNITTED OR CROCHETED FABRICS.,414.21,-9.45
828,61,2018,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",197.9,11.08
829,62,2018,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",103.69,-11.31
830,63,2018,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,179.4,5.53
831,64,2018,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",410.24,-11.52
832,65,2018,HEADGEAR AND PARTS THEREOF.,17.1,22.36
833,66,2018,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",35.72,5.86
834,67,2018,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,22.14,40.6
835,68,2018,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",539.19,32.29
836,69,2018,CERAMIC PRODUCTS.,340.75,-7.46
837,70,2018,GLASS AND GLASSWARE.,618.22,12.96
838,71,2018,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",428.73,-22.13
839,72,2018,IRON AND STEEL,1422.38,-12.26
840,73,2018,ARTICLES OF IRON OR STEEL,1735.34,17.73
841,74,2018,COPPER AND ARTICLES THEREOF.,232.36,5.27
842,75,2018,NICKEL AND ARTICLES THEREOF.,41.17,98.61
843,76,2018,ALUMINIUM AND ARTICLES THEREOF.,1174.63,55.56
844,78,2018,LEAD AND ARTICLES THEREOF.,1.52,31.59
845,79,2018,ZINC AND ARTICLES THEREOF.,15.9,137.99
846,80,2018,TIN AND ARTICLES THEREOF.,5.81,151.73
847,81,2018,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,244.9,14.91
848,82,2018,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",324.95,13.73
849,83,2018,MISCELLANEOUS ARTICLES OF BASE METAL.,402.82,-4.23
850,84,2018,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",13383.81,-1.15
851,85,2018,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",20627.59,-28.06
852,86,2018,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",180.58,43.81
853,87,2018,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1521.11,4.6
854,88,2018,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7.78,1.45
855,89,2018,"SHIPS, BOATS AND FLOATING STRUCTURES.",78.81,-93.48
856,90,2018,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1587.7,-4.54
857,91,2018,CLOCKS AND WATCHES AND PARTS THEREOF.,49.94,-48.83
858,92,2018,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,35.16,6.09
859,93,2018,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.0,-94.22
860,94,2018,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",987.58,-17.76
861,95,2018,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",451.71,-7.54
862,96,2018,MISCELLANEOUS MANUFACTURED ARTICLES.,339.56,9.52
863,97,2018,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,1.31,-98.81
864,98,2018,PROJECT GOODS; SOME SPECIAL USES.,554.94,-9.43
865,99,2018,MISCELLANEOUS GOODS.,0.03,-97.69
